Country,CCode,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Australia,AUS,123.78902045209902,121.73913043478262,110.71428571428572,101.93548387096773,93.03797468,91.83673469387756,89.62962962962962,109.91735537190081,107.51879699248121,97.2027972,95.68345323741008,117.29323308270676,108.33333333333333,102.36686390532543
Austria,AUT,97.74436090225564,110.00000000000001,94.87179487179486,104.9140049140049,102.81030444964871,86.56036446469248,103.68421052631578,105.32994923857868,109.1566265060241,97.79249448,97.96839729119638,110.59907834101384,98.33333333333333,108.47457627118644
Belgium,BEL,99.38144329896907,109.33609958506223,94.49715370018976,105.22088353413655,102.67175572519085,85.68773234200744,102.81995661605205,105.69620253164558,108.38323353293413,98.89502762430939,98.69646182495345,112.83018867924528,99.1638796,108.7689713322091
Canada,CAN,118.24817518248176,110.49382716049382,102.23463687150837,101.09289617486338,97.83783783783784,86.1878453,98.07692307692307,107.84313725490196,104.84848484848486,100.57803468208093,95.40229885057471,121.08433734939759,107.46268656716418,99.07407407407408
Switzerland,CHE,108.12274368231047,119.53255425709517,95.81005586592178,102.91545189504374,102.97450424929178,95.46079779917468,99.13544668587896,101.01744186046511,104.46043165467627,99.31129476584022,102.9126213592233,109.56873315363882,100.61500615006149,108.19070904645476
Chile,CHL,126.16279069767442,115.66820276497695,106.37450199203187,103.74531835205994,93.86281588447653,93.07692307692308,102.89256198347107,110.8433734939759,107.24637681159422,93.91891891891892,91.36690647482014,124.40944881889764,95.56962025316456,111.25827814569536
Colombia,COL,123.27586206896552,117.13286713286712,110.74626865671642,102.96495956873315,99.73821989528795,76.90288714,96.58703071672356,110.24734982332156,107.05128205128204,96.70658683,83.59133126934985,118.14814814814815,108.15047021943573,105.21739130434781
Costa Rica,CRI,122.4841178468801,113.5533303134993,110.45081520146769,107.8718676616213,102.09371333758432,108.50791522233216,104.26119230886476,102.83620998660803,103.1464718915329,103.2000965221031,96.86101694667644,104.11105034914479,106.59306103281165,124.91827248153311
Czechia,CZE,101.93236714975846,109.478673,90.90909091,101.42857142857142,99.06103286384976,89.57345971563981,104.76190476190477,112.12121212121211,113.51351351351352,101.98412698412697,97.66536964980544,115.9362549800797,103.78006872852235,113.57615894039735
Germany,DEU,99.71264367816092,110.0864553314121,94.24083769633508,105.83333333333333,104.1994750656168,86.14609571788414,103.50877192982458,106.21468926553672,107.7127659574468,97.77777777777777,99.49494949,110.40609137055837,95.63218390804597,108.89423076923077
Denmark,DNK,99.69040247678018,106.83229813664596,95.05813953488372,105.50458715596329,102.31884057971014,85.55240793201133,103.31125827814569,106.41025641025641,106.92771084337349,97.18309859,103.18840579710144,114.6067415730337,98.52941176470588,101.24378109452736
Spain,ESP,95.33333333333334,104.19580419580419,89.26174496644296,102.25563909774435,101.47058823529412,87.68115942028986,102.4793388429752,106.4516129032258,108.33333333333333,97.9020979,92.14285714285714,113.17829457364341,99.31506849315068,111.72413793103448
Estonia,EST,99.44163640683826,119.35818261289151,99.71459869841158,109.52613494789256,106.30487664609794,86.16246198134199,105.35856295194968,111.84166296339195,113.66306640103502,102.08539758450601,99.83379025673358,116.91911070734142,103.14876194727547,107.59640280217064
Finland,FIN,98.41897233201581,110.4417670682731,93.45454545454545,105.05836575875487,101.11111111111111,85.34798534798534,102.57510729613735,106.27615062761507,107.87401574803151,97.44525547445255,101.12359550561798,108.88888888888889,95.23809523809523,105.71428571428572
France,FRA,98.14814814814815,108.30188679245283,93.37979094076655,105.22388059701493,101.41843971631207,85.31468531,101.22950819672131,104.8582995951417,107.33590733590734,97.84172661870504,97.42647058823529,112.0754716981132,94.27609427609428,108.92857142857142
United Kingdom,GBR,103.31950207468881,106.82730923694778,101.8796992481203,102.58302583025831,110.07194244604317,95.75163398692811,91.80887372013652,99.62825278810409,107.08955223880596,99.30313588850174,94.73684210526315,116.2962962962963,99.04458598726114,108.68167202572347
Greece,GRC,90.51987767584097,95.60810811,84.45229681978799,99.16317991631799,98.73417721518987,83.33333333333334,98.97435897435898,103.62694300518133,106.5,97.18309859,92.27053140096618,114.13612565445025,100.45871559633028,110.95890410958904
Hungary,HUN,100.76335877862594,107.57575757575756,90.84507042253522,105.4263565891473,103.6764705882353,88.65248226950354,103.2,110.85271317829456,112.58741258741259,101.86335403726707,95.73170731707317,115.92356687898089,97.25274725274726,119.77401129943503
Ireland,IRL,94.06779661,108.55855855855856,94.19087137,107.04845814977975,109.87654320987654,113.10861423220975,101.32450331125828,114.05228758169935,113.18051575931231,103.03797468354429,107.37100737100738,121.51029748283753,103.38983050847457,100.36429872495447
Iceland,ISL,104.53648249982936,110.69335825415013,96.91153305869246,109.31126748887571,110.80679146214045,98.03862611958546,118.70136519993717,118.92504855505055,106.19762104015791,93.98531693,87.63685438526102,119.39594576267393,111.40323986338676,108.88040173685194
Italy,ITA,96.83257918552036,107.94392523364486,90.90909091,102.38095238095238,100.93023255813954,85.25345622119815,102.16216216216216,104.23280423280423,106.59898477157361,96.19047619047619,94.55445544554455,114.13612565445025,96.33027523,109.52380952380953
Japan,JPN,108.88468809073724,108.15972222222223,100.64205457463883,83.09409888357257,94.04990403071018,90.61224489795919,112.61261261261262,98.6,102.23123732251523,101.58730158730158,98.828125,99.40711462450594,84.69184890656064,98.59154929577466
"Korea, Rep.",KOR,120.76271186440677,109.64912280701755,102.4,107.03125,108.02919708029196,99.32432432432432,102.04081632653062,108,106.79012345679013,95.37572254335261,99.39393939393939,110.97560975609757,91.75824175824175,102.39520958083833
