Country,CCode,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Poland,POL,0.0117432542667453,0.003092456,0.005997195,0.000853998,0.005567108,-0.00352031,0.001945963,0.00352196,-0.002160568,-0.003631159,-0.004598962,-0.005021304,0.007716184,0.00500729
Portugal,PRT,0.000377143,-0.011925058,-0.008591894,-0.017779663,-0.010689407,-0.005045044,-0.002855304,0.008027695,0.003440264,0.004763859,-0.017866587,0.005216647,0.0224414529426621,0.025218559
Slovak Republic,SVK,0.004014453,-0.002034522,0.009351728,0.003073966,0.007928885,0.000385531,0.007302195,-0.001918016,-0.002966042,-0.001759215,-0.010918188,0.0220246903382891,0.0127938693336796,0.002373268
Slovenia,SVN,-0.001405146,-0.020500782,-0.006153246,-0.005560862,0.007053447,-0.007047395,-0.013095437,0.0316538545836961,0.009473569,-0.005936251,0.001330498,0.0143764669369386,0.009877778,-0.000534929
Spain,ESP,0.005236852,0.003458704,0.000722337,-0.00977352,-0.01005758,-0.002149026,-0.002343824,-0.003325909,0.001500041,0.009131307,-0.013044198,0.023929881706178,0.0125861061327764,0.0176755604443425
Sweden,SWE,0.007506355,0.013432756,0.008144183,0.0136412465668468,0.009912489,0.0104594714317645,0.014457309,0.0183893246329428,0.0140846139069948,0.0131376889733525,0.003303794,0.0130941030038557,0.015670883,0.018449592
Switzerland,CHE,-0.006562977,0.019141869,0.0127425908846555,0.0126005566897629,0.018198002,0.0152656016096273,0.01699808,0.006842399,0.00728463,0.002964237,0.001774935,8.995490809439563e-05,-0.002639377,0.009021907
Turkey,TUR,0.044396532,0.045294715,0.0195123471753079,0.0371672,0.0233992361890466,0.0340948824466192,0.0319442100437257,0.032376803,0.0233931333972961,0.0117259406944323,-0.056799207,0.054903656,0.0480549527049451,0.0139470444665458
United Kingdom,GBR,0.004838327,0.007692702,0.009149024,0.008360046,0.007958674,0.008517646,0.009801994,0.005633211,0.008413094,0.008094122,-0.002166667,-0.009240693,0.014297878778276,0.013378449
United States,USA,-0.00055168,0.000270006,0.006293114,0.002150211,0.004463052,0.006776674,0.0112465220690556,0.009497007,0.008236054,0.0108822842975262,-0.008797503,0.003046454,0.0116919253967074,0.0141019878153337
